renovation,area,city,floor,kitchen_area,balconies,rooms,house_floors,house_wall_type,lifts,price
Косметический,30.0,Казань,2,6.0,1,1,5,Кирпичный,0,4170000.0
,31.0,Казань,3,6.8,1,1,5,Кирпичный,0,3539983.0
Косметический,30.0,Казань,6,6.0,0,1,9,Кирпичный,0,3999990.0
Косметический,30.0,Казань,7,5.0,1,1,9,Кирпичный,1,3789000.0
,30.6,Казань,1,7.0,0,1,2,Панельный,0,4099971.6
,30.1,Казань,3,8.0,0,1,3,Кирпичный,0,3349979.5
Косметический,30.4,Казань,7,6.0,0,1,9,Кирпичный,1,3849977.5999999996
,18.0,Казань,5,4.0,0,1,5,Кирпичный,0,3489984.0
,17.0,Казань,6,0.0,0,1,9,Кирпичный,1,3809989.0
косметический,29.7,Казань,6,5.2,1,1,9,Кирпичный,1,3699996.3
косметический,30.4,Казань,2,9.0,0,1,2,Кирпичный,0,3199995.1999999997
,21.8,Казань,2,5.1,1,1,5,Кирпичный,0,3149991.0
Косметический,30.3,Казань,5,5.1,1,1,9,Кирпичный,1,3798983.7
косметический,19.1,Казань,2,2.0,0,1,5,Кирпичный,0,2949995.0
,17.5,Казань,2,3.0,0,1,5,Кирпичный,0,2979987.5
,30.2,Казань,3,5.3,0,1,9,Кирпичный,0,3699983.1999999997
,18.1,Казань,2,4.0,0,1,5,Кирпичный,0,2799997.6
Косметический,24.0,Казань,1,11.0,0,1,5,Кирпичный,0,2799984.0
,17.6,Казань,5,0.0,0,1,5,Кирпичный,0,2949988.8000000003
Косметический,21.0,Казань,3,3.0,1,1,9,Кирпичный,1,3499986.0
,22.5,Казань,2,0.0,0,1,2,Иные,0,2599987.5
Косметический,28.6,Казань,1,4.6,0,1,5,Кирпичный,0,2849990.0
,20.3,Казань,3,5.0,1,1,9,Кирпичный,0,3499983.9
,16.5,Казань,2,4.0,0,1,2,Кирпичный,0,2569990.5
,21.1,Казань,1,4.0,0,1,5,Кирпичный,0,3299997.8000000003
Требуется,28.4,Казань,1,5.2,1,1,9,Иные,1,3099973.5999999996
,14.5,Казань,1,0.0,0,1,5,Иные,0,3199990.5
Косметический,34.1,Казань,2,8.0,1,1,5,Монолитный,0,3049972.2
Косметический,34.1,Казань,2,8.0,0,1,5,Монолитный,0,2949991.0
косметический,33.9,Казань,3,2.0,0,1,5,Кирпичный,0,2999980.5
,20.8,Казань,1,9.0,1,1,2,Кирпичный,0,4399990.4
косметический,24.0,Казань,1,9.0,0,1,2,Кирпичный,0,5100000.0
,32.0,Казань,2,6.0,1,1,4,Кирпичный,0,4200000.0
,31.7,Казань,2,6.0,1,1,5,Панельный,0,4999977.6
Косметический,31.0,Казань,1,6.0,0,1,5,Блочный,0,5049993.0
Косметический,31.0,Казань,2,6.0,0,1,5,Кирпичный,0,4199973.0
Косметический,30.4,Казань,2,6.9,0,1,5,Кирпичный,0,4999979.2
косметический,36.0,Казань,1,6.0,0,1,5,Кирпичный,0,3998988.0
,32.3,Казань,1,0.0,0,1,5,Панельный,0,4949975.0
,39.0,Казань,2,6.0,1,1,2,Кирпичный,0,4089969.0
,31.8,Казань,3,0.0,0,1,5,Кирпичный,0,3849994.2
Косметический,41.0,Казань,2,0.0,0,1,2,Кирпичный,0,3899961.0
Косметический,25.0,Казань,2,0.0,0,1,5,Кирпичный,1,3800000.0
,31.7,Казань,1,6.0,1,1,5,Панельный,0,4749991.399999999
,30.4,Казань,2,5.0,1,1,5,Кирпичный,0,3899985.5999999996
косметический,33.1,Казань,3,6.0,1,1,3,Кирпичный,0,3649970.1
косметический,30.9,Казань,2,4.5,0,1,2,Кирпичный,0,3699996.9
Косметический,30.0,Казань,1,5.6,0,1,5,Монолитный,0,4500000.0
,31.0,Казань,2,5.0,0,1,5,Кирпичный,0,4599997.0
,31.4,Казань,3,6.1,1,1,5,Кирпичный,0,3698982.8
Косметический,32.3,Казань,2,5.8,1,1,5,Панельный,0,3694990.8
,30.7,Казань,3,9.0,0,1,5,Панельный,0,4449995.7
косметический,31.4,Казань,1,6.0,0,1,3,Кирпичный,0,3698982.8
,33.1,Казань,1,12.0,1,1,2,Кирпичный,0,3599989.1
,31.0,Казань,3,5.0,1,1,5,Блочный,0,4499991.0
Косметический,30.0,Казань,3,5.6,1,1,5,Кирпичный,0,4399980.0
косметический,28.8,Казань,3,6.0,0,1,5,Кирпичный,0,4399977.600000001
Косметический,30.5,Казань,2,5.0,0,1,3,Кирпичный,0,3699985.5
Требует ремонта,38.0,Казань,2,8.7,0,1,2,Кирпичный,0,3699984.0
Требует ремонта,32.4,Казань,1,5.2,0,1,2,Кирпичный,0,3499977.5999999996
косметический,28.0,Казань,1,5.0,0,1,5,Кирпичный,0,3549980.0
,29.3,Казань,3,5.3,0,1,5,Кирпичный,0,4299980.100000001
,20.3,Казань,3,4.7,0,1,5,Кирпичный,0,4198994.100000001
,30.5,Казань,1,6.2,0,1,3,Кирпичный,0,4499970.0
Косметический,31.3,Казань,1,6.0,0,1,2,Панельный,0,3399993.8000000003
,25.3,Казань,1,5.5,1,1,5,Кирпичный,0,3399991.1
косметический,33.4,Казань,2,5.5,0,1,2,Кирпичный,0,3459972.8
,23.0,Казань,1,0.0,0,1,5,Кирпичный,0,3399998.0
косметический,31.4,Казань,1,6.0,0,1,5,Блочный,0,3332984.4
Косметический,22.5,Казань,2,4.5,0,1,5,Кирпичный,0,3999982.5
косметический,30.0,Казань,1,6.5,0,1,2,Кирпичный,0,3450000.0
,13.0,Казань,1,0.0,0,1,5,Кирпичный,0,3299998.0
,30.2,Казань,1,6.6,0,1,2,Кирпичный,0,3289988.0
косметический,17.8,Казань,4,3.5,0,1,5,Кирпичный,0,3799997.4000000004
Косметический,30.3,Казань,1,6.7,0,1,5,Иные,0,3899973.6
,13.2,Казань,2,0.0,0,1,5,Кирпичный,0,3099993.5999999996
,12.6,Казань,1,0.0,0,1,2,Кирпичный,0,3219993.0
косметический,27.3,Казань,3,5.0,0,1,3,Кирпичный,0,3199996.8000000003
,31.0,Казань,2,0.0,0,1,3,Иные,0,3799980.0
Косметический,18.0,Казань,3,3.0,0,1,3,Кирпичный,0,3099996.0
,18.0,Казань,4,3.0,0,1,4,Кирпичный,0,3699000.0
,19.5,Казань,4,0.0,0,1,5,Кирпичный,0,2999997.0
косметический,32.0,Казань,1,8.0,0,1,2,Кирпичный,0,3798976.0
косметический,19.0,Казань,3,1.0,1,1,3,Кирпичный,0,2999986.0
Хороший,15.9,Казань,3,3.0,1,1,5,Кирпичный,0,2749984.5
косметический,30.9,Казань,1,6.0,0,1,5,Панельный,0,4499997.899999999
,23.0,Казань,1,2.0,0,1,3,Кирпичный,0,2899978.0
косметический,18.4,Казань,5,4.0,0,1,5,Кирпичный,0,2869995.1999999997
Требует ремонта,27.1,Казань,1,4.3,0,1,2,Кирпичный,0,3699990.1
,19.0,Казань,4,4.0,0,1,5,Иные,0,2749984.0
,31.0,Казань,1,6.0,0,1,2,Кирпичный,0,2794991.0
Косметический,28.0,Казань,1,5.0,0,1,2,Кирпичный,0,2949996.0
косметический,31.1,Казань,1,6.0,0,1,2,Кирпичный,0,3499994.0
Косметический,18.0,Казань,5,3.0,1,1,5,Кирпичный,0,2599992.0
Косметический,31.5,Казань,1,6.0,0,1,5,Кирпичный,0,4449973.5
,19.0,Казань,4,4.0,0,1,5,Кирпичный,0,2598991.0
,20.0,Казань,4,3.0,0,1,5,Кирпичный,0,2550000.0
,18.6,Казань,3,2.0,1,1,5,Кирпичный,0,2599982.4000000004
Дизайнерский,30.6,Казань,1,5.8,0,1,5,Кирпичный,0,4289997.600000001
,31.5,Казань,1,6.0,0,1,5,Кирпичный,0,4449973.5
Косметический,18.0,Казань,3,4.0,0,1,5,Кирпичный,0,2700000.0
Косметический,18.0,Казань,4,3.0,1,1,9,Кирпичный,1,2599992.0
,11.9,Казань,4,5.0,0,1,9,Кирпичный,1,2599995.3000000003
Косметический,32.0,Казань,1,6.0,0,1,5,Иные,0,4249984.0
,14.4,Казань,5,0.0,0,1,5,Кирпичный,0,2598998.4
,17.4,Казань,4,5.4,0,1,9,Кирпичный,1,2599995.0
,17.6,Казань,5,2.0,0,1,5,Кирпичный,0,2599995.2
,32.0,Казань,1,0.0,0,1,5,Смешанные,0,4289984.0
косметический,17.5,Казань,4,2.0,0,1,5,Кирпичный,0,2698990.0
,17.4,Казань,4,3.0,1,1,5,Кирпичный,0,2699992.8
,30.0,Казань,1,5.5,0,1,2,Блочный,0,3999990.0
,22.64,Казань,4,7.0,0,1,5,Кирпичный,0,3619977.52
косметический,30.3,Казань,2,6.1,0,1,5,Кирпичный,0,4329991.2
,17.4,Казань,3,5.0,0,1,5,Кирпичный,0,3389989.8
Косметический,30.9,Казань,1,6.3,0,1,5,Кирпичный,0,4299982.2
,18.0,Казань,6,2.0,0,0,9,Иные,2,2949984.0
,18.0,Казань,8,2.0,0,0,9,Кирпичный,0,2849994.0
,22.1,Казань,7,4.0,0,0,9,Кирпичный,1,2919984.6
,22.1,Казань,7,22.1,1,0,9,Кирпичный,1,2927984.8000000003
,14.6,Казань,8,5.0,1,0,9,Кирпичный,1,2629985.6
,18.0,Казань,9,3.0,0,0,9,Иные,1,2799990.0
,18.5,Казань,5,5.0,1,0,5,Кирпичный,0,2554998.0
,12.0,Казань,9,4.0,1,1,9,Кирпичный,0,2574996.0
,18.0,Казань,4,0.0,0,0,9,Иные,2,2700000.0
,18.0,Казань,3,3.0,1,0,5,Кирпичный,0,2649996.0
,16.9,Казань,4,2.0,0,0,9,Кирпичный,0,2699994.6999999997
косметический,11.4,Казань,4,5.0,0,0,9,Кирпичный,1,2599998.0
,17.9,Казань,5,3.0,1,0,5,Кирпичный,0,2599992.9
косметический,32.3,Казань,1,5.5,0,1,2,Панельный,0,3099992.4999999995
,18.5,Казань,5,3.0,0,1,5,Кирпичный,0,2699982.5
,17.8,Казань,4,5.0,0,1,5,Кирпичный,0,2749993.2
Косметический,18.5,Казань,2,4.0,0,1,5,Кирпичный,0,2749988.0
,22.3,Казань,1,4.2,0,1,4,Кирпичный,0,2749991.4
,25.1,Казань,2,0.0,0,1,9,Иные,1,3699991.0
косметический,34.0,Казань,4,10.9,0,1,9,Кирпичный,1,3549974.0
косметический,30.2,Казань,3,5.0,1,1,9,Кирпичный,1,3699983.1999999997
,18.0,Казань,3,5.0,0,1,5,Кирпичный,0,2799990.0
,32.6,Казань,1,6.5,1,1,9,Кирпичный,1,3599985.4000000004
,18.0,Казань,2,2.0,0,1,9,Иные,0,3600000.0
Косметический,14.0,Казань,4,5.0,0,1,5,Кирпичный,0,3099992.0
косметический,18.5,Казань,5,3.0,1,1,5,Кирпичный,0,3149995.0
,13.0,Казань,5,0.0,0,1,5,Иные,0,3089996.0
Требует ремонта,35.5,Казань,1,10.0,1,1,9,Кирпичный,1,3550000.0
,33.0,Казань,1,4.0,1,1,9,Кирпичный,1,3448995.0
Косметический,18.9,Казань,3,3.0,0,1,5,Кирпичный,0,2819993.4
,17.9,Казань,1,3.0,1,1,5,Кирпичный,0,2949991.5999999996
Косметический,18.6,Казань,5,4.0,0,1,5,Иные,0,3199999.8000000003
,16.0,Казань,5,4.0,0,1,9,Кирпичный,0,3198992.0
,30.4,Казань,2,6.0,0,1,2,Панельный,0,3049971.1999999997
,36.9,Казань,1,6.0,1,1,9,Панельный,1,3289967.1
,14.4,Казань,1,14.4,0,1,5,Кирпичный,0,2849990.4
косметический,31.0,Казань,2,5.0,0,1,2,Кирпичный,0,3199975.0
Косметический,19.0,Казань,3,3.0,1,1,5,Иные,0,2989992.0
Косметический,31.0,Казань,2,6.0,0,1,2,Смешанные,0,3199975.0
,14.0,Казань,6,0.0,0,1,9,Кирпичный,0,3699990.0
Косметический,24.1,Казань,5,5.0,0,1,9,Иные,1,3499994.8000000003
Дизайнерский,18.0,Казань,5,0.0,0,1,5,Кирпичный,0,3469986.0
,18.0,Казань,4,3.5,0,1,5,Кирпичный,0,3249990.0
косметический,41.6,Казань,2,9.0,1,1,2,Кирпичный,0,3349964.8000000003
,18.0,Казань,4,0.0,0,1,5,Иные,0,3498984.0
,19.0,Казань,8,0.0,0,1,9,Кирпичный,0,3534988.0
,32.0,Казань,7,4.0,1,1,9,Кирпичный,2,3700000.0
,24.6,Казань,3,5.0,0,1,5,Иные,0,3249979.8000000003
,29.0,Казань,7,5.0,1,1,9,Кирпичный,1,3899978.0
,29.7,Казань,6,5.2,1,1,9,Кирпичный,1,3549981.6
Косметический,30.6,Казань,2,5.9,1,1,5,Кирпичный,0,3599998.2
,18.0,Казань,4,0.0,0,1,5,Кирпичный,0,3649986.0
Косметический,29.6,Казань,3,6.0,0,1,5,Кирпичный,0,3489988.0
,30.0,Казань,5,6.3,1,1,5,Кирпичный,0,3049980.0
Косметический,32.6,Казань,5,6.1,0,1,9,Кирпичный,0,3599985.4000000004
,33.2,Казань,4,12.0,1,1,5,Кирпичный,0,4099967.6000000006
косметический,28.7,Казань,4,7.9,1,1,9,Кирпичный,1,4349972.899999999
,30.0,Казань,3,5.5,1,1,9,Кирпичный,0,4200000.0
,32.9,Казань,5,4.0,1,1,5,Кирпичный,0,3098982.6
Косметический,33.9,Казань,3,8.6,0,1,5,Кирпичный,0,4098984.5999999996
,28.0,Казань,5,0.0,0,1,5,Кирпичный,0,4299988.0
Требуется,33.5,Казань,5,5.9,0,1,5,Кирпичный,0,4149980.0
,36.0,Казань,2,0.0,0,1,9,Кирпичный,1,3949992.0
Косметический,29.7,Казань,4,8.7,1,1,7,Панельный,0,4299995.7
Косметический,36.0,Казань,2,7.5,1,1,9,Иные,0,4099968.0
,29.0,Казань,2,5.0,1,1,9,Кирпичный,1,3999999.0
,20.0,Казань,4,0.0,0,1,9,Иные,0,3980000.0
Косметический,37.5,Казань,1,8.3,1,1,5,Кирпичный,0,3750000.0
Косметический,34.9,Казань,2,7.2,1,1,9,Кирпичный,0,3729972.4
,33.6,Казань,1,0.0,0,1,9,Кирпичный,1,4049976.0
Косметический,32.0,Казань,5,10.8,1,1,10,Кирпичный,1,3900000.0
,19.0,Казань,5,4.0,0,1,5,Кирпичный,0,3889984.0
,22.5,Казань,5,5.0,0,1,5,Кирпичный,0,2999992.5
Косметический,25.2,Казань,1,6.0,0,1,5,Кирпичный,0,3649993.1999999997
Косметический,33.5,Казань,2,6.1,0,1,5,Кирпичный,0,3989984.0
,28.3,Казань,3,5.5,1,1,5,Кирпичный,0,3599986.4
Косметический,30.7,Казань,1,7.0,0,1,2,Кирпичный,0,3949984.8
Косметический,30.3,Казань,3,6.0,1,1,5,Кирпичный,0,3649998.6
косметический,35.7,Казань,6,6.6,1,1,9,Панельный,1,4099966.5000000005
Косметический,30.7,Казань,1,8.0,0,1,2,Кирпичный,0,3999995.1
косметический,30.1,Казань,1,7.0,0,1,2,Кирпичный,0,3899996.8000000003
,30.0,Казань,9,6.0,1,1,9,Кирпичный,1,4199970.0
,30.7,Казань,1,6.0,0,1,2,Кирпичный,0,3949984.8
косметический,33.4,Казань,2,5.5,0,1,2,Кирпичный,0,3949984.1999999997
,36.7,Казань,8,7.0,0,1,10,Иные,1,4099977.2
косметический,32.0,Казань,2,6.0,1,1,5,Кирпичный,0,4098976.0
Косметический,29.5,Казань,5,0.0,1,1,5,Кирпичный,0,3999993.5
,27.8,Казань,3,6.0,0,1,3,Кирпичный,0,3849994.2
,38.6,Казань,8,11.0,0,1,10,Панельный,0,3998998.6
,32.4,Казань,5,5.0,1,1,9,Кирпичный,0,4499971.2
,31.6,Казань,4,6.1,1,1,5,Панельный,0,4899990.8
,35.0,Казань,6,6.4,1,1,9,Блочный,0,4599980.0
